"year","variable","ensemble","model","experiment","value"
1880,"heatflux","r1i1p1","CanESM2","esmHistorical",0.650054693222046
1881,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0332330465316772
1882,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.452524125576019
1883,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.1881365776062
1884,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.68839711944262
1885,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.96643279865384
1886,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.977071672677994
1887,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.00355381766955058
1888,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.352242777744929
1889,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.22205384572347
1890,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.62095633149147
1891,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.18281430999438
1892,"heatflux","r1i1p1","CanESM2","esmHistorical",0.13547803958257
1893,"heatflux","r1i1p1","CanESM2","esmHistorical",0.739957183599472
1894,"heatflux","r1i1p1","CanESM2","esmHistorical",0.240932792425156
1895,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.110990556577841
1896,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0608690579732259
1897,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0690429210662842
1898,"heatflux","r1i1p1","CanESM2","esmHistorical",0.579144219557444
1899,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.256334622701009
1900,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0141754547754923
1901,"heatflux","r1i1p1","CanESM2","esmHistorical",0.97609023253123
1902,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0539156794548035
1903,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.07200221220652
1904,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.997319241364797
1905,"heatflux","r1i1p1","CanESM2","esmHistorical",0.691684573888779
1906,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.386815955241521
1907,"heatflux","r1i1p1","CanESM2","esmHistorical",1.16107103228569
1908,"heatflux","r1i1p1","CanESM2","esmHistorical",0.12265756726265
1909,"heatflux","r1i1p1","CanESM2","esmHistorical",0.536373058954875
1910,"heatflux","r1i1p1","CanESM2","esmHistorical",0.426206469535828
1911,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0535842577616374
1912,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0157982359329859
1913,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.375118394692739
1914,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0736203193664551
1915,"heatflux","r1i1p1","CanESM2","esmHistorical",0.113886833190918
1916,"heatflux","r1i1p1","CanESM2","esmHistorical",0.49585348367691
1917,"heatflux","r1i1p1","CanESM2","esmHistorical",0.272941827774048
1918,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.670635094245275
1919,"heatflux","r1i1p1","CanESM2","esmHistorical",0.780693213144938
1920,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.251889924208323
1921,"heatflux","r1i1p1","CanESM2","esmHistorical",0.394226531187693
1922,"heatflux","r1i1p1","CanESM2","esmHistorical",0.361627678076426
1923,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.531601200501124
1924,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0928666591644287
1925,"heatflux","r1i1p1","CanESM2","esmHistorical",0.340961178143819
1926,"heatflux","r1i1p1","CanESM2","esmHistorical",0.943515832225482
1927,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.132637540499369
1928,"heatflux","r1i1p1","CanESM2","esmHistorical",0.137772565086683
1929,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.6385238468647
1930,"heatflux","r1i1p1","CanESM2","esmHistorical",0.696598837773005
1931,"heatflux","r1i1p1","CanESM2","esmHistorical",0.174820264180501
1932,"heatflux","r1i1p1","CanESM2","esmHistorical",0.092443307240804
1933,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.45483652750651
1934,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0422309339046478
1935,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0814277728398641
1936,"heatflux","r1i1p1","CanESM2","esmHistorical",0.500114853183428
1937,"heatflux","r1i1p1","CanESM2","esmHistorical",0.549038996299108
1938,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0797536174456279
1939,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.191531419754028
1940,"heatflux","r1i1p1","CanESM2","esmHistorical",0.57889195283254
1941,"heatflux","r1i1p1","CanESM2","esmHistorical",0.571618308623632
1942,"heatflux","r1i1p1","CanESM2","esmHistorical",0.575873851776123
1943,"heatflux","r1i1p1","CanESM2","esmHistorical",0.22987358768781
1944,"heatflux","r1i1p1","CanESM2","esmHistorical",0.042899489402771
1945,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0351424018541972
1946,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.20014085372289
1947,"heatflux","r1i1p1","CanESM2","esmHistorical",0.207962850729624
1948,"heatflux","r1i1p1","CanESM2","esmHistorical",0.108879764874776
1949,"heatflux","r1i1p1","CanESM2","esmHistorical",0.463954865932465
1950,"heatflux","r1i1p1","CanESM2","esmHistorical",0.491712212562561
1951,"heatflux","r1i1p1","CanESM2","esmHistorical",0.382670104503632
1952,"heatflux","r1i1p1","CanESM2","esmHistorical",0.233920335769653
1953,"heatflux","r1i1p1","CanESM2","esmHistorical",0.26806632677714
1954,"heatflux","r1i1p1","CanESM2","esmHistorical",0.475965042908986
1955,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.594986796379089
1956,"heatflux","r1i1p1","CanESM2","esmHistorical",0.544505462050438
1957,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0609365552663803
1958,"heatflux","r1i1p1","CanESM2","esmHistorical",0.76635787387689
1959,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.179379045963287
1960,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0608185231685638
1961,"heatflux","r1i1p1","CanESM2","esmHistorical",0.271873374780019
1962,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0499983082214991
1963,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.74184603740772
1964,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.61651575565338
1965,"heatflux","r1i1p1","CanESM2","esmHistorical",0.271567354599635
1966,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.181481897830963
1967,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.313385665416718
1968,"heatflux","r1i1p1","CanESM2","esmHistorical",0.443498765428861
1969,"heatflux","r1i1p1","CanESM2","esmHistorical",0.292596300443013
1970,"heatflux","r1i1p1","CanESM2","esmHistorical",0.154648383458455
1971,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0438527266184489
1972,"heatflux","r1i1p1","CanESM2","esmHistorical",0.549826731284459
1973,"heatflux","r1i1p1","CanESM2","esmHistorical",0.911499251921972
1974,"heatflux","r1i1p1","CanESM2","esmHistorical",0.454244365294774
1975,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.298908015092214
1976,"heatflux","r1i1p1","CanESM2","esmHistorical",0.616543054580688
1977,"heatflux","r1i1p1","CanESM2","esmHistorical",1.5121008058389
1978,"heatflux","r1i1p1","CanESM2","esmHistorical",0.496005336443583
1979,"heatflux","r1i1p1","CanESM2","esmHistorical",1.10187135140101
1980,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0460740725199381
1981,"heatflux","r1i1p1","CanESM2","esmHistorical",1.08020912607511
1982,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.286135564247767
1983,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.3111865123113
1984,"heatflux","r1i1p1","CanESM2","esmHistorical",1.0333037575086
1985,"heatflux","r1i1p1","CanESM2","esmHistorical",0.308007518450419
1986,"heatflux","r1i1p1","CanESM2","esmHistorical",0.787342568238576
1987,"heatflux","r1i1p1","CanESM2","esmHistorical",0.355240265528361
1988,"heatflux","r1i1p1","CanESM2","esmHistorical",1.32007778187593
1989,"heatflux","r1i1p1","CanESM2","esmHistorical",0.268470957875252
1990,"heatflux","r1i1p1","CanESM2","esmHistorical",0.796809295813243
1991,"heatflux","r1i1p1","CanESM2","esmHistorical",0.102131282910705
1992,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.682757099469503
1993,"heatflux","r1i1p1","CanESM2","esmHistorical",0.484993676344554
1994,"heatflux","r1i1p1","CanESM2","esmHistorical",0.601934830347697
1995,"heatflux","r1i1p1","CanESM2","esmHistorical",1.68471304575602
1996,"heatflux","r1i1p1","CanESM2","esmHistorical",1.15949121117592
1997,"heatflux","r1i1p1","CanESM2","esmHistorical",1.70455313722293
1998,"heatflux","r1i1p1","CanESM2","esmHistorical",1.35527304311593
1999,"heatflux","r1i1p1","CanESM2","esmHistorical",1.26031431555748
2000,"heatflux","r1i1p1","CanESM2","esmHistorical",1.35382399956385
2001,"heatflux","r1i1p1","CanESM2","esmHistorical",1.89329240719477
2002,"heatflux","r1i1p1","CanESM2","esmHistorical",1.71796652674675
2003,"heatflux","r1i1p1","CanESM2","esmHistorical",0.550741811593374
2004,"heatflux","r1i1p1","CanESM2","esmHistorical",1.56948554019133
2005,"heatflux","r1i1p1","CanESM2","esmHistorical",1.44043199221293
1850,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.272209207216899
1851,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.47971078629295
1852,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.33985592921575
1853,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.31928802033265
1854,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.345712771018346
1855,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.998729427655538
1856,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.893989014128844
1857,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.468348756432533
1858,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.1693087319533
1859,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.775530348221461
1860,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.52792474627495
1861,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.05000933011373
1862,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.601047039031982
1863,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",-0.0265958458185196
1864,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.07478228708108
1865,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.46050743758678
1866,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.637740910053253
1867,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.507268249988556
1868,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.970127243548632
1869,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.772528151671092
1870,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.15174664060275
1871,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.693113625049591
1872,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.2560681005319
1873,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.922667622566223
1874,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.983680297931035
1875,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.26048691151664
1876,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.36432786782583
1877,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.912027036150297
1878,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.2093726793925
1879,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.941855281591415
1880,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.23880793650945
1881,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.404703497886658
1882,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.732594152291616
1883,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",-0.614779492219289
1884,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",-2.44364024202029
1885,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.227809449036916
1886,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.83251475294431
1887,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.89697818582257
1888,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.83866033454736
1889,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.787429828196764
1890,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",-0.52608491666615
1891,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.643656561772029
1892,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.647644718488057
1893,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.47443321098884
1894,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.38401896754901
1895,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.03684490919113
1896,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.12943293650945
1897,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.379103322823842
1898,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.16176855564117
1899,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.25479425986608
1900,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.911288117369016
1901,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.431107585628827
1902,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.62602906425794
1903,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",-2.36845667660236
1904,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.100037415822347
1905,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.36521707971891
1906,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.08490184942881
1907,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.18431478738785
1908,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.537519564231237
1909,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.2585541009903
1910,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.902964567542464
1911,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.14527109265327
1912,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.739430288473765
1913,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.892343997955322
1914,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.08472580711047
1915,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.528507431348165
1916,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.69303133090337
1917,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.51469662288825
1918,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.55933209881186
1919,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.802943193353713
1920,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.03120433290799
1921,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.21199797963103
1922,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.271170079708099
1923,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.692691872517268
1924,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.43249771992366
1925,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.2127945125103
1926,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.18965212504069
1927,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.34044889112314
1928,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.968180269002914
1929,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.470604320367177
1930,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.793747117122014
1931,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.65502857913574
1932,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.08531936009725
1933,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.662783553202947
1934,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.03104957938194
1935,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.17041617631912
1936,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.39576150601109
1937,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.2744707663854
1938,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.874139904975891
1939,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.54350824157397
1940,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.03399616479874
1941,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.86307527683675
1942,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.46711566050847
1943,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.4414596327891
1944,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.57508572936058
1945,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.986203630765279
1946,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.20741054415703
1947,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.09504582484563
1948,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.01078952848911
1949,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.37967035671075
1950,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.958015024662018
1951,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.68004736149063
1952,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.757458100716273
1953,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.0311351120472
1954,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.43753185868263
1955,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.71083670854568
1956,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.01887976874908
1957,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.04095042993625
1958,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.44452646374702
1959,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.07263690233231
1960,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.58546206913888
1961,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.49870277196169
1962,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.85246656959256
1963,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",-1.17254656553268
1964,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.621556304395199
1965,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.52578941298028
1966,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.28222341711322
1967,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.88491878906886
1968,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.42294203241666
1969,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.63544087608655
1970,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.46229414145152
1971,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.44735998411973
1972,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.93125813206037
1973,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.57822887102763
1974,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.00657673676809
1975,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.80248516798019
1976,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.70346632724007
1977,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.925196478764216
1978,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.66873677571615
1979,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.86609048147996
1980,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.80323488265276
1981,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.38518343369166
1982,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.0734780828158061
1983,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.486556967099508
1984,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.92743536829948
1985,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.48258765538534
1986,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.88483836253484
1987,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.30326376358668
1988,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.58239419261614
1989,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.1027620434761
1990,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.45168048143387
1991,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",-0.21303150554498
1992,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",0.0101433396339417
1993,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.01735226313273
1994,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.52789081508915
1995,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",3.17817196249962
1996,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.87445781628291
1997,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.20495867232482
1998,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.99363355586926
1999,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.77358700831731
2000,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.04382752378782
2001,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.43680699231724
2002,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.96464440226555
2003,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.27943318088849
2004,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",2.0109978717907
2005,"heatflux","r1i1p1","CESM1-BGC","esmHistorical",1.58618122339249
1861,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.38735125462214
1862,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.521615594625473
1863,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.08056610822678
1864,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.88914428154627
1865,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.5576070745786
1866,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.927248438199361
1867,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.299735149058203
1868,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.62457577387492
1869,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.05722268422445
1870,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.614934980869293
1871,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.40290296077728
1872,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.44930267333984
1873,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.859971423943838
